isoform	isoLength	flCount	ratioIsoToGene	exonNum	annotation	GC	orfLength	orfIntegrity	pepLength	FickettScore	pI	codingP	codingLabel	canJuncRatio	sdJuncCov	withNovelJunc	minNovelJuncRPKM	bite	minJuncRPKM	nIndelsAroundJunc	ratioMinJuncCovToAllCov	nJuncsWithIndels	indelNearJunc
PB.12071.4	2143	2	0.167	9	annotated	51.937	1632	1	544	0.457	8.191	1.0	coding	1.0	112.608	False	0.0	False	0.502	0	0.038	0	False
PB.12074.1	2414	5	1.0	10	annotated	52.444	2112	1	704	0.483	8.952	1.0	coding	1.0	16.749	False	0.0	False	0.026	0	0.012	0	False
PB.12075.1	1875	4	1.0	3	annotated	60.107	1251	1	417	0.458	9.308	1.0	coding	1.0	2.5	False	0.0	False	0.248	0	0.449	0	False
PB.12076.1	1723	3	1.0	8	annotated	50.319	1296	1	432	0.418	9.427	1.0	coding	1.0	96.108	False	0.0	False	0.49	0	0.041	0	False
PB.12078.1	1152	2	1.0	3	novel	42.188	396	1	110	0.375	5.206	0.584	coding	1.0	134.5	True	0.623	False	0.623	0	0.101	0	False
PB.12079.1	1664	5	1.0	14	annotated	48.137	1083	1	361	0.463	6.768	1.0	coding	1.0	75.173	False	0.0	False	0.203	0	0.009	0	False
PB.12080.1	1931	2	1.0	9	annotated	56.396	1494	1	498	0.438	5.807	1.0	coding	1.0	76.912	False	0.0	False	0.547	0	0.034	0	False
PB.12081.1	1304	15	1.0	7	novel	53.681	873	1	291	0.402	6.129	1.0	coding	1.0	203.175	False	0.0	False	5.148	0	0.1	0	False
PB.12082.1	2368	19	1.0	5	novel	53.632	1587	1	529	0.409	9.007	1.0	coding	1.0	61.642	False	0.0	False	1.542	0	0.188	0	False
PB.12083.1	1990	8	1.0	9	annotated	51.156	1368	1	456	0.464	9.089	1.0	coding	1.0	60.382	False	0.0	False	0.902	0	0.062	0	False
PB.12084.2	4737	7	0.778	2	novel	53.262	2754	1	918	0.299	7.68	1.0	coding	1.0	0.0	False	0.0	False	0.174	0	1.0	0	False
PB.12088.1	3390	6	0.375	10	novel	44.277	1422	1	474	0.358	8.896	1.0	coding	1.0	249.305	False	0.0	True	0.131	0	0.017	0	False
PB.12088.2	2762	10	0.625	10	annotated	46.054	2349	1	783	0.456	9.02	1.0	coding	1.0	237.072	False	0.0	False	0.161	0	0.016	0	False
PB.12089.1	1610	2	1.0	8	novel	46.708	1011	1	337	0.436	9.145	1.0	coding	1.0	7.381	True	0.315	True	0.039	0	0.055	0	False
PB.1209.1	2122	92	0.92	13	novel	47.597	1662	1	554	0.471	5.21	1.0	coding	1.0	1887.452	True	13.51	True	10.118	0	0.027	0	False
PB.1209.3	1750	2	0.02	12	novel	44.571	1338	1	446	0.472	6.758	1.0	coding	1.0	1857.992	True	16.382	True	12.269	0	0.027	0	False
PB.1209.4	1602	2	0.02	11	novel	44.632	1338	1	446	0.483	6.758	1.0	coding	1.0	1783.311	True	17.896	True	14.048	0	0.029	0	False
PB.1209.5	1244	2	0.02	8	novel	43.971	639	1	213	0.475	8.908	0.999	coding	1.0	1794.231	True	23.046	True	23.046	0	0.047	0	False
PB.1209.6	786	2	0.02	6	novel	43.639	165	1	55	0.438	12.304	0.066	noncoding	1.0	1891.06	True	36.475	True	36.475	0	0.058	0	False
PB.12091.1	1273	2	1.0	4	novel	66.536	963	1	321	0.4	9.096	1.0	coding	1.0	17.932	False	0.0	False	0.481	0	0.178	0	False
PB.12092.1	2081	12	0.857	15	annotated	45.026	1464	1	488	0.496	5.615	1.0	coding	1.0	85.017	False	0.0	False	0.517	0	0.026	0	False
PB.12092.3	2080	2	0.143	14	annotated	45.096	1503	1	501	0.502	5.796	1.0	coding	1.0	88.212	False	0.0	False	0.518	0	0.028	0	False
PB.12093.1	2148	7	1.0	12	novel	49.721	1470	1	490	0.442	8.947	1.0	coding	1.0	36.301	True	0.206	True	0.177	0	0.033	0	False
PB.12094.2	1844	4	1.0	11	annotated	52.44	1203	1	401	0.441	4.892	1.0	coding	1.0	47.591	False	0.0	False	0.446	0	0.038	0	False
PB.12095.1	2004	3	0.097	5	novel	49.251	1179	1	393	0.445	5.354	1.0	coding	1.0	750.817	False	0.0	False	2.602	0	0.079	0	False
PB.12095.2	3225	22	0.71	15	annotated	53.085	2421	1	807	0.433	6.091	1.0	coding	1.0	561.167	False	0.0	False	0.74	0	0.015	0	False
PB.12095.3	2021	3	0.097	6	novel	49.134	1179	1	393	0.463	5.354	1.0	coding	1.0	734.457	False	0.0	False	2.58	0	0.053	0	False
PB.12095.4	2292	3	0.097	8	annotated	48.56	1737	1	579	0.463	5.86	1.0	coding	1.0	673.712	False	0.0	False	2.275	0	0.046	0	False
PB.12096.1	2556	8	0.8	12	novel	46.049	2079	1	693	0.487	8.856	1.0	coding	1.0	94.562	False	0.0	False	0.157	0	0.016	0	False
PB.12096.2	4608	2	0.2	9	novel	41.949	927	1	309	0.371	8.911	1.0	coding	1.0	107.902	False	0.0	False	0.087	0	0.023	0	False
PB.12097.1	1818	4	1.0	3	annotated	66.392	1239	1	413	0.427	6.919	1.0	coding	1.0	3.5	False	0.0	False	0.128	0	0.379	0	False
PB.12098.1	1688	66	1.0	6	annotated	53.377	1290	1	430	0.458	6.863	1.0	coding	1.0	605.158	False	0.0	False	7.579	0	0.084	0	False
PB.12099.1	985	10	1.0	5	annotated	56.142	594	1	198	0.461	4.77	1.0	coding	1.0	95.353	False	0.0	False	1.2	0	0.067	0	False
PB.121.1	1880	4	1.0	8	annotated	52.394	1296	1	432	0.439	7.325	1.0	coding	1.0	24.868	False	0.0	False	0.101	0	0.036	0	False
PB.1210.1	3424	40	0.784	5	annotated	51.402	3018	1	1006	0.446	4.335	1.0	coding	1.0	117.875	False	0.0	False	0.314	0	0.087	0	False
PB.1210.2	3366	7	0.137	5	annotated	51.367	3009	1	1003	0.446	4.341	1.0	coding	1.0	119.315	False	0.0	False	0.276	0	0.076	0	False
PB.1210.4	2197	2	0.039	2	novel	47.292	1725	1	575	0.439	4.414	1.0	coding	1.0	0.0	False	0.0	False	3.277	0	1.0	0	False
PB.12100.1	1895	3	1.0	7	annotated	59.472	1680	1	560	0.445	9.313	1.0	coding	1.0	7.846	False	0.0	False	0.022	0	0.024	0	False
PB.12101.2	1786	4	1.0	5	annotated	49.888	1221	1	407	0.382	8.654	1.0	coding	1.0	46.043	False	0.0	False	0.485	0	0.091	0	False
PB.12102.1	2077	18	1.0	11	novel	49.687	1524	1	508	0.477	9.134	1.0	coding	1.0	312.757	False	0.0	False	2.734	0	0.041	0	False
PB.12103.3	5307	52	0.743	9	annotated	48.069	4608	1	1536	0.451	5.921	1.0	coding	1.0	60.143	False	0.0	False	0.088	0	0.038	0	False
PB.12103.4	5305	10	0.143	9	annotated	48.03	4149	1	1383	0.441	5.767	1.0	coding	1.0	56.491	False	0.0	False	0.028	0	0.016	0	False
PB.12103.6	4708	8	0.114	6	annotated	46.856	3675	1	1225	0.452	5.519	1.0	coding	1.0	67.869	False	0.0	False	0.103	0	0.05	0	False
PB.12104.1	5215	63	0.863	9	annotated	47.881	4611	1	1537	0.451	5.904	1.0	coding	1.0	99.14	False	0.0	False	0.081	0	0.029	0	False
PB.12104.3	4648	7	0.096	6	annotated	46.127	4377	1	1459	0.449	5.894	1.0	coding	1.0	117.359	False	0.0	False	0.091	0	0.036	0	False
PB.12104.4	3722	3	0.041	4	annotated	45.433	3129	1	1043	0.446	5.789	1.0	coding	1.0	122.671	False	0.0	False	0.312	0	0.109	0	False
PB.12105.1	2272	4	1.0	10	annotated	48.944	1740	1	580	0.448	6.641	1.0	coding	1.0	71.43	False	0.0	False	0.214	0	0.031	0	False
PB.12106.1	3759	2	0.4	5	novel	50.306	696	1	232	0.329	10.61	0.917	coding	1.0	70.051	True	0.202	False	0.202	0	0.058	0	False
PB.12106.2	3589	3	0.6	6	novel	51.156	696	1	232	0.344	10.61	0.949	coding	1.0	78.747	True	0.212	False	0.212	0	0.04	0	False
PB.12107.1	1041	22	1.0	5	annotated	50.24	627	1	209	0.464	10.707	0.998	coding	1.0	327.195	False	0.0	False	19.144	0	0.189	0	False
PB.12108.1	780	2	1.0	3	annotated	57.179	573	1	191	0.448	10.07	0.993	coding	1.0	16.0	False	0.0	False	7.037	0	0.471	0	False
PB.12109.1	2058	9	1.0	2	annotated	51.701	1332	1	444	0.36	8.964	1.0	coding	1.0	0.0	False	0.0	False	5.15	0	1.0	0	False
PB.1211.1	1652	16	1.0	2	novel	53.632	1053	1	351	0.453	9.623	1.0	coding	1.0	0.0	True	1.073	False	1.073	0	1.0	0	False
PB.12110.1	2873	2	1.0	2	novel	46.572	2469	1	823	0.467	9.177	1.0	coding	1.0	0.0	False	0.0	False	0.14	0	1.0	0	False
PB.12111.3	1234	2	1.0	9	annotated	49.514	846	1	282	0.456	5.93	1.0	coding	1.0	392.178	False	0.0	False	3.319	0	0.035	0	False
PB.12112.1	4469	6	1.0	12	annotated	52.294	3024	1	1008	0.447	8.74	1.0	coding	1.0	24.969	False	0.0	False	0.028	0	0.018	0	False
PB.12113.1	2212	3	1.0	14	annotated	52.125	1638	1	546	0.468	7.003	1.0	coding	1.0	17.789	False	0.0	False	0.076	0	0.027	0	False
PB.12114.1	1056	5	1.0	6	annotated	52.083	609	1	203	0.415	4.853	0.999	coding	1.0	62.676	False	0.0	False	1.819	0	0.097	0	False
PB.12116.1	3076	9	1.0	20	annotated	47.497	2466	1	822	0.468	6.602	1.0	coding	1.0	112.594	False	0.0	False	0.233	0	0.013	0	False
PB.12117.2	3818	2	0.5	11	novel	43.635	555	1	185	0.37	9.22	0.934	coding	1.0	41.95	False	0.0	False	0.033	0	0.009	0	False
PB.12117.3	4092	2	0.5	11	annotated	42.962	555	1	185	0.359	9.22	0.912	coding	1.0	38.445	False	0.0	False	0.072	0	0.021	0	False
PB.12118.2	2036	172	0.856	3	annotated	51.67	1179	1	393	0.442	6.088	1.0	coding	1.0	303.0	False	0.0	False	5.921	0	0.327	0	False
PB.12118.5	1931	4	0.02	3	novel	49.871	627	1	209	0.345	5.807	0.994	coding	0.5	0.0	False	0.0	True	12.868	0	1.0	0	False
PB.12118.8	1366	5	0.025	2	novel	48.829	999	1	333	0.484	5.38	1.0	coding	1.0	0.0	False	0.0	False	8.825	0	1.0	0	False
PB.1212.1	1172	4	1.0	6	annotated	49.232	678	1	226	0.355	10.078	0.971	coding	1.0	29.924	False	0.0	False	0.811	0	0.101	0	False
PB.12120.1	2374	11	1.0	5	annotated	45.998	1575	1	525	0.354	9.35	1.0	coding	1.0	10.782	False	0.0	False	0.044	0	0.053	0	False
PB.12121.1	722	24	1.0	3	annotated	53.186	300	1	100	0.436	4.954	0.665	coding	1.0	2708.5	False	0.0	False	162.721	0	0.336	0	False
PB.12122.1	705	23	1.0	3	annotated	53.05	306	1	102	0.451	10.599	0.586	coding	1.0	1423.5	False	0.0	False	119.811	0	0.369	0	False
PB.12124.1	908	23	0.92	5	annotated	51.101	471	1	157	0.444	6.58	0.974	coding	1.0	2600.307	False	0.0	False	57.312	0	0.106	0	False
PB.12125.2	2278	8	1.0	14	annotated	46.488	1479	1	493	0.454	8.051	1.0	coding	1.0	14.626	False	0.0	False	0.445	0	0.053	0	False
PB.12126.1	3660	14	0.778	11	annotated	50.301	2922	1	974	0.469	5.694	1.0	coding	1.0	63.663	False	0.0	False	0.185	0	0.034	0	False
PB.12126.3	4246	2	0.111	10	novel	47.763	1716	1	572	0.438	6.077	1.0	coding	1.0	63.496	False	0.0	False	0.209	0	0.046	0	False
PB.12126.5	1807	2	0.111	4	novel	49.032	1113	1	371	0.451	5.168	1.0	coding	1.0	8.576	False	0.0	False	0.374	0	0.252	0	False
PB.12127.1	2325	13	1.0	8	annotated	62.71	1443	1	481	0.469	6.313	1.0	coding	1.0	32.048	False	0.0	False	0.309	0	0.073	0	False
PB.12129.1	5865	3	1.0	2	novel	39.864	432	1	144	0.286	11.19	0.189	noncoding	1.0	0.0	True	0.223	False	0.223	0	1.0	0	False
PB.12130.1	2129	26	1.0	3	annotated	50.916	1503	1	501	0.425	6.248	1.0	coding	1.0	50.5	False	0.0	False	0.119	0	0.096	0	False
PB.12132.1	2535	7	1.0	19	annotated	47.85	2076	1	692	0.465	6.106	1.0	coding	1.0	136.115	False	0.0	False	0.242	0	0.011	0	False
PB.12133.1	1961	4	1.0	10	novel	51.912	999	1	333	0.468	8.921	1.0	coding	1.0	221.168	True	0.28	True	0.108	0	0.006	0	False
PB.12134.1	1370	8	1.0	8	annotated	45.328	858	1	286	0.461	4.75	1.0	coding	1.0	277.083	False	0.0	False	0.863	0	0.024	0	False
PB.12135.1	2331	4	1.0	2	novel	50.107	834	1	278	0.36	7.05	1.0	coding	1.0	0.0	False	0.0	True	0.0	0	0.0	0	False
PB.12136.1	2337	2	0.286	8	annotated	50.963	408	1	115	0.356	11.568	0.211	noncoding	1.0	186.493	False	0.0	False	0.65	0	0.047	0	False
PB.12136.2	2130	3	0.429	10	annotated	51.502	411	1	115	0.447	11.568	0.66	coding	1.0	175.243	False	0.0	False	0.505	0	0.03	0	False
PB.12136.3	1922	2	0.286	9	novel	52.341	393	1	115	0.357	11.568	0.215	noncoding	1.0	176.236	False	0.0	False	0.791	0	0.043	0	False
PB.12137.1	2357	12	1.0	11	annotated	51.803	1458	1	486	0.394	6.011	1.0	coding	1.0	97.167	False	0.0	False	0.305	0	0.033	0	False
PB.12138.1	1568	3	1.0	6	annotated	50.0	1332	1	444	0.451	4.765	1.0	coding	1.0	56.552	False	0.0	False	1.064	0	0.123	0	False
PB.1214.1	3368	2	1.0	3	novel	47.625	894	1	298	0.365	4.756	1.0	coding	1.0	9.0	False	0.0	False	0.063	0	0.263	0	False
PB.12140.2	1455	300	0.949	2	annotated	55.808	1068	1	356	0.475	6.954	1.0	coding	1.0	0.0	False	0.0	False	62.826	0	1.0	0	False
PB.12141.2	2073	19	1.0	14	annotated	47.998	1554	1	518	0.431	8.194	1.0	coding	1.0	45.723	False	0.0	False	0.132	0	0.012	0	False
PB.12142.1	2346	22	1.0	13	annotated	49.233	1851	1	617	0.44	5.674	1.0	coding	1.0	604.539	False	0.0	False	0.288	0	0.005	0	False
PB.12143.1	4527	4	1.0	7	annotated	50.696	4062	1	1354	0.44	9.045	1.0	coding	1.0	12.552	False	0.0	False	0.005	0	0.01	0	False
PB.12144.1	1142	2	1.0	5	annotated	50.525	768	1	256	0.436	4.94	1.0	coding	1.0	48.767	False	0.0	False	1.146	0	0.127	0	False
PB.12146.1	596	16	1.0	2	annotated	47.987	186	1	62	0.467	6.07	0.091	noncoding	1.0	0.0	False	0.0	False	23.52	0	1.0	0	False
PB.12147.1	671	3	1.0	3	annotated	47.094	333	1	111	0.492	10.871	0.88	coding	1.0	56.5	False	0.0	False	7.457	0	0.404	0	False
PB.12148.1	4822	5	0.5	11	novel	45.521	861	1	287	0.359	8.272	1.0	coding	1.0	32.416	False	0.0	False	0.105	0	0.038	0	False
PB.12148.2	4988	2	0.2	10	novel	45.088	861	1	287	0.359	8.272	1.0	coding	1.0	34.15	False	0.0	False	0.102	0	0.042	0	False
PB.12148.3	1756	3	0.3	12	annotated	47.437	1437	1	479	0.454	7.062	1.0	coding	1.0	32.035	False	0.0	False	0.289	0	0.036	0	False
PB.12149.1	1974	4	1.0	2	novel	57.244	1215	1	405	0.453	8.911	1.0	coding	1.0	0.0	False	0.0	False	0.385	0	1.0	0	False
PB.1215.2	637	3	1.0	2	novel	55.259	234	1	76	0.441	9.968	0.216	noncoding	1.0	0.0	True	2.088	False	2.088	0	1.0	0	False
PB.12151.1	2208	11	1.0	6	novel	59.601	1668	1	556	0.455	6.489	1.0	coding	1.0	16.726	True	0.153	True	0.086	0	0.056	0	False
PB.12152.1	1802	3	1.0	8	novel	47.558	1293	1	431	0.476	6.536	1.0	coding	1.0	11.462	False	0.0	False	0.41	0	0.11	0	False
PB.12153.1	2000	20	1.0	16	annotated	46.15	1200	1	400	0.43	9.43	1.0	coding	1.0	19.827	False	0.0	False	0.222	0	0.028	0	False
PB.12154.1	4153	22	0.71	20	annotated	47.436	2961	1	987	0.441	5.939	1.0	coding	1.0	72.893	False	0.0	False	0.066	0	0.007	0	False
PB.12154.2	3894	2	0.065	20	novel	47.304	1800	1	600	0.413	5.05	1.0	coding	1.0	74.921	True	0.011	True	0.011	0	0.001	0	False
PB.12154.3	3758	2	0.065	20	novel	47.499	1668	1	556	0.413	5.211	1.0	coding	1.0	73.61	False	0.0	True	0.073	0	0.007	0	False
PB.12154.5	4322	5	0.161	19	annotated	48.126	2961	1	987	0.441	5.939	1.0	coding	1.0	72.079	False	0.0	False	0.064	0	0.007	0	False
PB.12155.10	3751	3	0.042	13	novel	46.068	3273	1	1091	0.453	4.404	1.0	coding	1.0	138.086	False	0.0	False	0.225	0	0.017	0	False
PB.12155.2	4597	64	0.889	15	novel	45.812	3450	1	1150	0.469	4.46	1.0	coding	1.0	131.168	False	0.0	False	0.184	0	0.016	0	False
PB.12155.8	3931	5	0.069	14	novel	46.553	3450	1	1150	0.454	4.46	1.0	coding	1.0	135.537	False	0.0	False	0.215	0	0.017	0	False
PB.12156.1	3315	2	1.0	4	annotated	63.56	2856	1	952	0.44	8.587	1.0	coding	1.0	1.633	False	0.0	False	0.14	0	0.306	0	False
PB.12157.1	1056	12	1.0	5	annotated	49.527	600	1	200	0.454	10.266	0.996	coding	1.0	284.155	False	0.0	False	2.779	0	0.071	0	False
PB.12158.1	1349	69	0.958	9	annotated	48.999	909	1	303	0.464	9.341	1.0	coding	1.0	1701.168	False	0.0	False	16.761	0	0.044	0	False
PB.12158.2	493	3	0.042	2	novel	45.842	219	1	59	0.498	11.718	0.366	noncoding	1.0	0.0	False	0.0	False	271.493	0	1.0	0	False
PB.12159.1	2083	2	1.0	4	novel	44.599	258	1	86	0.368	8.475	0.113	noncoding	1.0	12.193	True	0.111	False	0.111	0	0.167	0	False
PB.1216.1	1510	5	0.5	4	annotated	55.298	1011	1	337	0.423	7.168	1.0	coding	1.0	54.136	False	0.0	False	1.328	0	0.185	0	False
PB.1216.2	3876	2	0.2	2	novel	46.078	1032	1	344	0.31	6.418	1.0	coding	1.0	0.0	False	0.0	False	1.182	0	1.0	0	False
PB.1216.3	3664	3	0.3	3	novel	46.206	1032	1	344	0.31	6.418	1.0	coding	1.0	61.0	False	0.0	False	0.547	0	0.304	0	False
PB.12161.1	3597	14	0.824	13	annotated	46.567	2847	1	949	0.491	5.823	1.0	coding	1.0	165.233	False	0.0	False	0.311	0	0.022	0	False
PB.12161.2	3702	3	0.176	12	annotated	45.354	2004	1	668	0.447	5.629	1.0	coding	1.0	172.243	False	0.0	False	0.302	0	0.024	0	False
PB.12162.1	1769	6	1.0	14	annotated	45.676	1248	1	416	0.464	6.122	1.0	coding	1.0	99.593	False	0.0	False	1.253	0	0.044	0	False
PB.12164.1	1834	9	0.6	14	annotated	46.238	1485	1	495	0.477	5.14	1.0	coding	1.0	264.429	False	0.0	False	0.564	0	0.013	0	False
PB.12164.2	1784	6	0.4	14	annotated	46.244	1443	1	481	0.488	5.176	1.0	coding	1.0	259.37	False	0.0	False	0.58	0	0.013	0	False
PB.12165.2	1268	6	1.0	5	annotated	53.549	771	1	257	0.374	5.421	1.0	coding	1.0	187.426	False	0.0	False	3.28	0	0.1	0	False
PB.12166.1	1271	3	1.0	12	annotated	48.623	888	1	296	0.469	6.551	1.0	coding	1.0	59.723	False	0.0	False	0.532	0	0.031	0	False
PB.12167.1	1884	6	1.0	13	annotated	49.045	1515	1	505	0.441	9.685	1.0	coding	1.0	43.862	False	0.0	False	0.09	0	0.012	0	False
PB.12168.1	1301	11	1.0	3	novel	55.803	1056	1	352	0.445	5.895	1.0	coding	1.0	344.0	True	0.584	True	0.584	0	0.047	0	False
PB.1217.1	896	2	1.0	3	novel	65.29	522	1	174	0.452	7.694	0.989	coding	1.0	8.0	False	0.0	False	0.377	0	0.333	0	False
PB.12170.1	1158	2	1.0	2	annotated	62.435	729	1	243	0.448	5.267	1.0	coding	1.0	0.0	False	0.0	False	0.292	0	1.0	0	False
PB.12171.1	2993	24	0.706	9	annotated	50.117	2379	1	793	0.467	5.305	1.0	coding	1.0	136.443	False	0.0	False	0.6	0	0.047	0	False
PB.12171.3	2166	6	0.176	8	annotated	47.738	1161	1	387	0.482	8.438	1.0	coding	1.0	145.517	False	0.0	False	0.828	0	0.053	0	False
PB.12171.4	1468	2	0.059	6	novel	48.025	1161	1	387	0.459	8.438	1.0	coding	1.0	144.808	False	0.0	False	1.913	0	0.096	0	False
PB.12171.5	689	2	0.059	3	novel	49.927	471	1	157	0.451	7.707	0.968	coding	1.0	185.5	False	0.0	False	5.362	0	0.243	0	False
PB.12172.1	3946	3	0.6	2	novel	46.984	1038	1	346	0.351	5.917	1.0	coding	1.0	0.0	True	0.492	True	0.492	0	1.0	0	False
PB.12172.2	1678	2	0.4	3	novel	55.006	1038	1	346	0.45	5.917	1.0	coding	1.0	31.0	True	0.377	True	0.377	0	0.246	0	False
PB.12173.1	1377	14	0.778	2	annotated	67.466	1143	1	381	0.387	6.579	1.0	coding	1.0	0.0	False	0.0	False	1.717	0	1.0	0	False
PB.12174.1	2017	5	0.357	4	novel	52.504	1281	1	427	0.351	9.017	1.0	coding	1.0	18.373	True	0.178	True	0.178	0	0.134	0	False
PB.12174.2	2038	9	0.643	5	novel	52.65	1281	1	427	0.35	9.017	1.0	coding	1.0	22.376	True	0.062	True	0.062	0	0.045	0	False
PB.12175.1	2510	9	0.818	5	annotated	54.462	1926	1	642	0.447	8.694	1.0	coding	1.0	47.599	False	0.0	False	0.564	0	0.122	0	False
PB.12175.2	4407	2	0.182	4	annotated	50.828	1779	1	593	0.371	8.152	1.0	coding	1.0	28.217	False	0.0	False	0.613	0	0.264	0	False
PB.12176.1	1661	11	1.0	6	annotated	63.335	1455	1	485	0.416	9.044	1.0	coding	1.0	54.526	False	0.0	False	0.318	0	0.067	0	False
PB.12177.1	2104	2	1.0	5	novel	50.951	351	1	117	0.288	9.021	0.145	noncoding	1.0	6.185	True	0.08	True	0.08	0	0.148	0	False
PB.12178.1	2515	4	1.0	5	annotated	53.956	2142	1	714	0.447	8.295	1.0	coding	1.0	52.775	False	0.0	False	0.109	0	0.046	0	False
PB.12179.1	1568	3	1.0	9	annotated	62.372	1239	1	413	0.409	8.9	1.0	coding	1.0	20.347	False	0.0	False	0.013	0	0.005	0	False
PB.1218.1	2134	17	1.0	14	annotated	49.063	1440	1	480	0.45	6.831	1.0	coding	1.0	77.058	False	0.0	False	0.762	0	0.038	0	False
PB.12180.1	817	3	1.0	4	annotated	51.897	552	1	184	0.462	6.525	0.996	coding	1.0	8.26	False	0.0	False	0.465	0	0.247	0	False
PB.12182.2	2129	2	1.0	6	annotated	46.501	789	1	263	0.311	8.994	0.981	coding	1.0	48.955	False	0.0	False	0.426	0	0.088	0	False
PB.12183.1	2287	9	1.0	4	annotated	48.142	1920	1	640	0.489	5.221	1.0	coding	1.0	18.661	False	0.0	False	0.175	0	0.14	0	False
PB.12184.1	1386	4	1.0	6	annotated	47.908	1047	1	349	0.457	6.479	1.0	coding	1.0	117.827	False	0.0	False	0.944	0	0.054	0	False
PB.12185.1	1249	18	1.0	3	annotated	62.05	717	1	239	0.427	8.974	0.999	coding	1.0	34.0	False	0.0	False	0.558	0	0.246	0	False
PB.12186.2	2463	33	1.0	4	annotated	54.04	1758	1	586	0.429	7.294	1.0	coding	1.0	36.554	False	0.0	False	0.831	0	0.224	0	False
PB.12187.1	2334	60	1.0	4	annotated	58.183	1671	1	557	0.445	4.708	1.0	coding	1.0	93.085	False	0.0	False	1.33	0	0.188	0	False
PB.12188.1	2416	34	0.773	3	annotated	55.588	2025	1	675	0.462	4.151	1.0	coding	1.0	83.0	False	0.0	False	5.356	0	0.44	0	False
PB.12188.3	2309	10	0.227	3	annotated	55.825	2010	1	670	0.469	4.15	1.0	coding	1.0	322.0	False	0.0	False	1.234	0	0.148	0	False
PB.12189.2	1908	2	0.048	4	novel	62.841	1473	1	491	0.425	11.92	1.0	coding	1.0	26.537	True	0.011	False	0.011	0	0.01	0	False
PB.12189.3	1945	33	0.786	4	annotated	63.445	1611	1	537	0.416	9.646	1.0	coding	1.0	22.226	False	0.0	False	0.13	0	0.108	0	False
PB.12189.4	1884	3	0.071	3	novel	63.747	1257	1	419	0.416	9.578	1.0	coding	1.0	16.5	False	0.0	False	0.37	0	0.333	0	False
PB.12189.5	1850	4	0.095	3	novel	64.324	1500	1	500	0.42	9.525	1.0	coding	1.0	27.0	False	0.0	False	0.137	0	0.154	0	False
PB.1219.1	985	67	1.0	7	annotated	50.964	516	1	172	0.392	10.257	0.911	coding	1.0	1772.802	False	0.0	False	16.911	0	0.045	0	False
PB.12190.1	2251	27	0.931	2	novel	47.979	1560	1	520	0.423	5.659	1.0	coding	1.0	0.0	True	1.904	False	1.904	0	1.0	0	False
PB.12190.4	1981	2	0.069	2	novel	47.804	1560	1	520	0.454	5.659	1.0	coding	1.0	0.0	True	0.234	False	0.234	0	1.0	0	False
PB.12191.1	5207	17	0.224	2	novel	50.144	4632	1	1544	0.417	8.701	1.0	coding	1.0	0.0	True	0.045	False	0.045	0	1.0	0	False
PB.12192.1	1632	2	1.0	2	annotated	59.988	1254	1	418	0.454	5.267	1.0	coding	1.0	0.0	False	0.0	False	3.26	0	1.0	0	False
PB.12193.1	1282	3	1.0	3	annotated	55.616	831	1	277	0.48	6.96	1.0	coding	1.0	3.0	False	0.0	False	0.626	0	0.463	0	False
PB.12194.1	1172	6	1.0	7	annotated	49.317	633	1	211	0.462	6.593	0.999	coding	1.0	114.257	False	0.0	False	0.576	0	0.042	0	False
PB.12196.1	2156	8	1.0	5	annotated	53.989	1131	1	377	0.448	5.176	1.0	coding	1.0	9.301	False	0.0	False	0.294	0	0.203	0	False
PB.12198.2	1353	6	0.462	2	annotated	47.746	999	1	333	0.467	5.51	1.0	coding	1.0	0.0	False	0.0	False	0.64	0	1.0	0	False
PB.1220.1	1583	18	1.0	12	novel	49.274	1194	1	398	0.466	6.354	1.0	coding	1.0	125.63	False	0.0	False	1.027	0	0.026	0	False
PB.12200.1	3585	3	1.0	3	novel	43.682	771	1	257	0.358	8.982	0.997	coding	0.5	0.0	False	0.0	True	0.247	0	1.0	0	False
PB.12202.1	944	2	1.0	4	annotated	50.212	438	1	146	0.365	8.625	0.698	coding	1.0	222.207	False	0.0	False	0.85	0	0.037	0	False
PB.12203.1	2579	6	1.0	9	annotated	54.285	2211	1	737	0.451	4.929	1.0	coding	1.0	268.631	False	0.0	False	0.655	0	0.035	0	False
PB.12204.1	2090	18	1.0	17	annotated	46.364	1473	1	491	0.438	9.213	1.0	coding	1.0	23.255	False	0.0	False	0.121	0	0.019	0	False
PB.12206.2	3984	2	1.0	17	novel	43.148	438	1	146	0.384	12.259	0.453	noncoding	0.938	47.952	True	0.005	True	0.005	0	0.002	0	False
PB.12207.1	2205	4	1.0	2	annotated	65.714	1551	1	517	0.432	5.249	1.0	coding	1.0	0.0	False	0.0	False	0.268	0	1.0	0	False
PB.12208.1	3940	166	0.965	16	novel	42.944	3207	1	1069	0.501	4.433	1.0	coding	1.0	189.121	True	0.268	True	0.268	0	0.01	0	False
PB.12208.2	3728	3	0.017	16	novel	43.026	3117	1	1039	0.49	4.442	1.0	coding	1.0	202.278	True	0.062	True	0.062	0	0.002	0	False
PB.12208.3	3714	3	0.017	16	novel	42.973	3114	1	1038	0.501	4.408	1.0	coding	1.0	197.757	True	0.017	True	0.017	0	0.001	0	False
PB.1221.1	2247	2	0.286	3	novel	41.032	681	1	227	0.445	8.974	0.999	coding	1.0	330.0	True	0.113	False	0.113	0	0.018	0	False
